code,Year,Month,Day,Hour,Temp
2017_4_15_12,2017,4,15,12,NA
2017_4_15_13,2017,4,15,13,9.965
2017_4_15_14,2017,4,15,14,NA
2017_4_15_15,2017,4,15,15,10.063
2017_4_15_16,2017,4,15,16,NA
2017_4_15_17,2017,4,15,17,9.866
2017_4_15_18,2017,4,15,18,NA
2017_4_15_19,2017,4,15,19,9.571
2017_4_15_20,2017,4,15,20,NA
2017_4_15_21,2017,4,15,21,9.176
2017_4_15_22,2017,4,15,22,NA
2017_4_15_23,2017,4,15,23,8.481
2017_4_16_0,2017,4,16,0,NA
2017_4_16_1,2017,4,16,1,7.782
2017_4_16_2,2017,4,16,2,NA
2017_4_16_3,2017,4,16,3,7.179
2017_4_16_4,2017,4,16,4,NA
2017_4_16_5,2017,4,16,5,6.978
2017_4_16_6,2017,4,16,6,NA
2017_4_16_7,2017,4,16,7,7.079
2017_4_16_8,2017,4,16,8,NA
2017_4_16_9,2017,4,16,9,7.882
2017_4_16_10,2017,4,16,10,NA
2017_4_16_11,2017,4,16,11,8.879
2017_4_16_12,2017,4,16,12,NA
2017_4_16_13,2017,4,16,13,9.275
2017_4_16_14,2017,4,16,14,NA
2017_4_16_15,2017,4,16,15,9.571
2017_4_16_16,2017,4,16,16,NA
2017_4_16_17,2017,4,16,17,9.472
2017_4_16_18,2017,4,16,18,NA
2017_4_16_19,2017,4,16,19,9.077
2017_4_16_20,2017,4,16,20,NA
2017_4_16_21,2017,4,16,21,8.581
2017_4_16_22,2017,4,16,22,NA
2017_4_16_23,2017,4,16,23,8.282
2017_4_17_0,2017,4,17,0,NA
2017_4_17_1,2017,4,17,1,8.082
2017_4_17_2,2017,4,17,2,NA
2017_4_17_3,2017,4,17,3,7.682
2017_4_17_4,2017,4,17,4,NA
2017_4_17_5,2017,4,17,5,7.481
2017_4_17_6,2017,4,17,6,NA
2017_4_17_7,2017,4,17,7,7.381
2017_4_17_8,2017,4,17,8,NA
2017_4_17_9,2017,4,17,9,7.079
2017_4_17_10,2017,4,17,10,NA
2017_4_17_11,2017,4,17,11,6.978
2017_4_17_12,2017,4,17,12,NA
2017_4_17_13,2017,4,17,13,7.481
2017_4_17_14,2017,4,17,14,NA
2017_4_17_15,2017,4,17,15,8.382
2017_4_17_16,2017,4,17,16,NA
2017_4_17_17,2017,4,17,17,8.68
2017_4_17_18,2017,4,17,18,NA
2017_4_17_19,2017,4,17,19,8.182
2017_4_17_20,2017,4,17,20,NA
2017_4_17_21,2017,4,17,21,7.682
2017_4_17_22,2017,4,17,22,NA
2017_4_17_23,2017,4,17,23,7.28
2017_4_18_0,2017,4,18,0,NA
2017_4_18_1,2017,4,18,1,7.079
2017_4_18_2,2017,4,18,2,NA
2017_4_18_3,2017,4,18,3,6.978
2017_4_18_4,2017,4,18,4,NA
2017_4_18_5,2017,4,18,5,6.573
2017_4_18_6,2017,4,18,6,NA
2017_4_18_7,2017,4,18,7,6.37
2017_4_18_8,2017,4,18,8,NA
2017_4_18_9,2017,4,18,9,6.877
2017_4_18_10,2017,4,18,10,NA
2017_4_18_11,2017,4,18,11,7.381
2017_4_18_12,2017,4,18,12,NA
2017_4_18_13,2017,4,18,13,8.481
2017_4_18_14,2017,4,18,14,NA
2017_4_18_15,2017,4,18,15,8.779
2017_4_18_16,2017,4,18,16,NA
2017_4_18_17,2017,4,18,17,8.382
2017_4_18_18,2017,4,18,18,NA
2017_4_18_19,2017,4,18,19,7.782
2017_4_18_20,2017,4,18,20,NA
2017_4_18_21,2017,4,18,21,7.28
2017_4_18_22,2017,4,18,22,NA
2017_4_18_23,2017,4,18,23,6.877
2017_4_19_0,2017,4,19,0,NA
2017_4_19_1,2017,4,19,1,6.471
2017_4_19_2,2017,4,19,2,NA
2017_4_19_3,2017,4,19,3,6.268
2017_4_19_4,2017,4,19,4,NA
2017_4_19_5,2017,4,19,5,6.166
2017_4_19_6,2017,4,19,6,NA
2017_4_19_7,2017,4,19,7,6.268
2017_4_19_8,2017,4,19,8,NA
2017_4_19_9,2017,4,19,9,6.674
2017_4_19_10,2017,4,19,10,NA
2017_4_19_11,2017,4,19,11,8.182
2017_4_19_12,2017,4,19,12,NA
2017_4_19_13,2017,4,19,13,8.382
2017_4_19_14,2017,4,19,14,NA
2017_4_19_15,2017,4,19,15,8.779
2017_4_19_16,2017,4,19,16,NA
2017_4_19_17,2017,4,19,17,8.382
2017_4_19_18,2017,4,19,18,NA
2017_4_19_19,2017,4,19,19,7.782
2017_4_19_20,2017,4,19,20,NA
2017_4_19_21,2017,4,19,21,6.775
2017_4_19_22,2017,4,19,22,NA
2017_4_19_23,2017,4,19,23,6.064
2017_4_20_0,2017,4,20,0,NA
2017_4_20_1,2017,4,20,1,5.347
2017_4_20_2,2017,4,20,2,NA
2017_4_20_3,2017,4,20,3,4.831
2017_4_20_4,2017,4,20,4,NA
2017_4_20_5,2017,4,20,5,4.311
2017_4_20_6,2017,4,20,6,NA
2017_4_20_7,2017,4,20,7,4.207
2017_4_20_8,2017,4,20,8,NA
2017_4_20_9,2017,4,20,9,5.244
2017_4_20_10,2017,4,20,10,NA
2017_4_20_11,2017,4,20,11,7.381
2017_4_20_12,2017,4,20,12,NA
2017_4_20_13,2017,4,20,13,9.669
2017_4_20_14,2017,4,20,14,NA
2017_4_20_15,2017,4,20,15,10.944
2017_4_20_16,2017,4,20,16,NA
2017_4_20_17,2017,4,20,17,10.357
2017_4_20_18,2017,4,20,18,NA
2017_4_20_19,2017,4,20,19,9.275
2017_4_20_20,2017,4,20,20,NA
2017_4_20_21,2017,4,20,21,7.882
2017_4_20_22,2017,4,20,22,NA
2017_4_20_23,2017,4,20,23,6.978
2017_4_21_0,2017,4,21,0,NA
2017_4_21_1,2017,4,21,1,6.573
2017_4_21_2,2017,4,21,2,NA
2017_4_21_3,2017,4,21,3,6.471
2017_4_21_4,2017,4,21,4,NA
2017_4_21_5,2017,4,21,5,6.268
2017_4_21_6,2017,4,21,6,NA
2017_4_21_7,2017,4,21,7,6.064
2017_4_21_8,2017,4,21,8,NA
2017_4_21_9,2017,4,21,9,7.179
2017_4_21_10,2017,4,21,10,NA
2017_4_21_11,2017,4,21,11,9.077
2017_4_21_12,2017,4,21,12,NA
2017_4_21_13,2017,4,21,13,10.846
2017_4_21_14,2017,4,21,14,NA
2017_4_21_15,2017,4,21,15,10.846
2017_4_21_16,2017,4,21,16,NA
2017_4_21_17,2017,4,21,17,10.357
2017_4_21_18,2017,4,21,18,NA
2017_4_21_19,2017,4,21,19,9.768
2017_4_21_20,2017,4,21,20,NA
2017_4_21_21,2017,4,21,21,9.373
2017_4_21_22,2017,4,21,22,NA
2017_4_21_23,2017,4,21,23,9.077
2017_4_22_0,2017,4,22,0,NA
2017_4_22_1,2017,4,22,1,8.978
2017_4_22_2,2017,4,22,2,NA
2017_4_22_3,2017,4,22,3,8.879
2017_4_22_4,2017,4,22,4,NA
2017_4_22_5,2017,4,22,5,8.68
2017_4_22_6,2017,4,22,6,NA
2017_4_22_7,2017,4,22,7,8.68
2017_4_22_8,2017,4,22,8,NA
2017_4_22_9,2017,4,22,9,8.68
2017_4_22_10,2017,4,22,10,NA
2017_4_22_11,2017,4,22,11,8.68
2017_4_22_12,2017,4,22,12,NA
2017_4_22_13,2017,4,22,13,8.978
2017_4_22_14,2017,4,22,14,NA
2017_4_22_15,2017,4,22,15,9.965
2017_4_22_16,2017,4,22,16,NA
2017_4_22_17,2017,4,22,17,9.571
2017_4_22_18,2017,4,22,18,NA
2017_4_22_19,2017,4,22,19,8.978
2017_4_22_20,2017,4,22,20,NA
2017_4_22_21,2017,4,22,21,8.282
2017_4_22_22,2017,4,22,22,NA
2017_4_22_23,2017,4,22,23,7.682
2017_4_23_0,2017,4,23,0,NA
2017_4_23_1,2017,4,23,1,6.978
2017_4_23_2,2017,4,23,2,NA
2017_4_23_3,2017,4,23,3,6.471
2017_4_23_4,2017,4,23,4,NA
2017_4_23_5,2017,4,23,5,5.962
2017_4_23_6,2017,4,23,6,NA
2017_4_23_7,2017,4,23,7,5.757
2017_4_23_8,2017,4,23,8,NA
2017_4_23_9,2017,4,23,9,7.079
2017_4_23_10,2017,4,23,10,NA
2017_4_23_11,2017,4,23,11,7.582
2017_4_23_12,2017,4,23,12,NA
2017_4_23_13,2017,4,23,13,8.779
2017_4_23_14,2017,4,23,14,NA
2017_4_23_15,2017,4,23,15,8.779
2017_4_23_16,2017,4,23,16,NA
2017_4_23_17,2017,4,23,17,8.68
2017_4_23_18,2017,4,23,18,NA
2017_4_23_19,2017,4,23,19,8.282
2017_4_23_20,2017,4,23,20,NA
2017_4_23_21,2017,4,23,21,7.882
2017_4_23_22,2017,4,23,22,NA
2017_4_23_23,2017,4,23,23,7.481
2017_4_24_0,2017,4,24,0,NA
2017_4_24_1,2017,4,24,1,7.079
2017_4_24_2,2017,4,24,2,NA
2017_4_24_3,2017,4,24,3,6.37
2017_4_24_4,2017,4,24,4,NA
2017_4_24_5,2017,4,24,5,5.757
2017_4_24_6,2017,4,24,6,NA
2017_4_24_7,2017,4,24,7,5.552
2017_4_24_8,2017,4,24,8,NA
2017_4_24_9,2017,4,24,9,6.978
2017_4_24_10,2017,4,24,10,NA
2017_4_24_11,2017,4,24,11,9.077
2017_4_24_12,2017,4,24,12,NA
2017_4_24_13,2017,4,24,13,11.528
2017_4_24_14,2017,4,24,14,NA
2017_4_24_15,2017,4,24,15,12.883
2017_4_24_16,2017,4,24,16,NA
2017_4_24_17,2017,4,24,17,12.497
2017_4_24_18,2017,4,24,18,NA
2017_4_24_19,2017,4,24,19,11.236
2017_4_24_20,2017,4,24,20,NA
2017_4_24_21,2017,4,24,21,9.965
2017_4_24_22,2017,4,24,22,NA
2017_4_24_23,2017,4,24,23,8.978
2017_4_25_0,2017,4,25,0,NA
2017_4_25_1,2017,4,25,1,8.382
2017_4_25_2,2017,4,25,2,NA
2017_4_25_3,2017,4,25,3,7.782
2017_4_25_4,2017,4,25,4,NA
2017_4_25_5,2017,4,25,5,7.179
2017_4_25_6,2017,4,25,6,NA
2017_4_25_7,2017,4,25,7,7.28
2017_4_25_8,2017,4,25,8,NA
2017_4_25_9,2017,4,25,9,7.882
2017_4_25_10,2017,4,25,10,NA
2017_4_25_11,2017,4,25,11,7.983
2017_4_25_12,2017,4,25,12,NA
2017_4_25_13,2017,4,25,13,8.382
2017_4_25_14,2017,4,25,14,NA
2017_4_25_15,2017,4,25,15,9.077
2017_4_25_16,2017,4,25,16,NA
2017_4_25_17,2017,4,25,17,9.472
2017_4_25_18,2017,4,25,18,NA
2017_4_25_19,2017,4,25,19,8.978
2017_4_25_20,2017,4,25,20,NA
2017_4_25_21,2017,4,25,21,8.282
2017_4_25_22,2017,4,25,22,NA
2017_4_25_23,2017,4,25,23,7.782
2017_4_26_0,2017,4,26,0,NA
2017_4_26_1,2017,4,26,1,7.481
2017_4_26_2,2017,4,26,2,NA
2017_4_26_3,2017,4,26,3,7.179
2017_4_26_4,2017,4,26,4,NA
2017_4_26_5,2017,4,26,5,6.978
2017_4_26_6,2017,4,26,6,NA
2017_4_26_7,2017,4,26,7,6.978
2017_4_26_8,2017,4,26,8,NA
2017_4_26_9,2017,4,26,9,7.682
2017_4_26_10,2017,4,26,10,NA
2017_4_26_11,2017,4,26,11,9.077
2017_4_26_12,2017,4,26,12,NA
2017_4_26_13,2017,4,26,13,9.472
2017_4_26_14,2017,4,26,14,NA
2017_4_26_15,2017,4,26,15,9.571
2017_4_26_16,2017,4,26,16,NA
2017_4_26_17,2017,4,26,17,9.669
2017_4_26_18,2017,4,26,18,NA
2017_4_26_19,2017,4,26,19,9.176
2017_4_26_20,2017,4,26,20,NA
2017_4_26_21,2017,4,26,21,8.581
2017_4_26_22,2017,4,26,22,NA
2017_4_26_23,2017,4,26,23,8.082
2017_4_27_0,2017,4,27,0,NA
2017_4_27_1,2017,4,27,1,7.481
2017_4_27_2,2017,4,27,2,NA
2017_4_27_3,2017,4,27,3,7.179
2017_4_27_4,2017,4,27,4,NA
2017_4_27_5,2017,4,27,5,6.978
2017_4_27_6,2017,4,27,6,NA
2017_4_27_7,2017,4,27,7,7.079
2017_4_27_8,2017,4,27,8,NA
2017_4_27_9,2017,4,27,9,7.882
2017_4_27_10,2017,4,27,10,NA
2017_4_27_11,2017,4,27,11,9.176
2017_4_27_12,2017,4,27,12,NA
2017_4_27_13,2017,4,27,13,10.944
2017_4_27_14,2017,4,27,14,NA
2017_4_27_15,2017,4,27,15,11.139
2017_4_27_16,2017,4,27,16,NA
2017_4_27_17,2017,4,27,17,11.041
2017_4_27_18,2017,4,27,18,NA
2017_4_27_19,2017,4,27,19,9.965
2017_4_27_20,2017,4,27,20,NA
2017_4_27_21,2017,4,27,21,8.879
2017_4_27_22,2017,4,27,22,NA
2017_4_27_23,2017,4,27,23,8.182
2017_4_28_0,2017,4,28,0,NA
2017_4_28_1,2017,4,28,1,7.682
2017_4_28_2,2017,4,28,2,NA
2017_4_28_3,2017,4,28,3,7.179
2017_4_28_4,2017,4,28,4,NA
2017_4_28_5,2017,4,28,5,6.674
2017_4_28_6,2017,4,28,6,NA
2017_4_28_7,2017,4,28,7,6.471
2017_4_28_8,2017,4,28,8,NA
2017_4_28_9,2017,4,28,9,7.381
2017_4_28_10,2017,4,28,10,NA
2017_4_28_11,2017,4,28,11,9.373
2017_4_28_12,2017,4,28,12,NA
2017_4_28_13,2017,4,28,13,10.553
2017_4_28_14,2017,4,28,14,NA
2017_4_28_15,2017,4,28,15,11.334
2017_4_28_16,2017,4,28,16,NA
2017_4_28_17,2017,4,28,17,10.944
2017_4_28_18,2017,4,28,18,NA
2017_4_28_19,2017,4,28,19,9.965
2017_4_28_20,2017,4,28,20,NA
2017_4_28_21,2017,4,28,21,8.779
2017_4_28_22,2017,4,28,22,NA
2017_4_28_23,2017,4,28,23,7.882
2017_4_29_0,2017,4,29,0,NA
2017_4_29_1,2017,4,29,1,7.481
2017_4_29_2,2017,4,29,2,NA
2017_4_29_3,2017,4,29,3,7.381
2017_4_29_4,2017,4,29,4,NA
2017_4_29_5,2017,4,29,5,7.28
2017_4_29_6,2017,4,29,6,NA
2017_4_29_7,2017,4,29,7,7.481
2017_4_29_8,2017,4,29,8,NA
2017_4_29_9,2017,4,29,9,8.282
2017_4_29_10,2017,4,29,10,NA
2017_4_29_11,2017,4,29,11,9.571
2017_4_29_12,2017,4,29,12,NA
2017_4_29_13,2017,4,29,13,10.944
2017_4_29_14,2017,4,29,14,NA
2017_4_29_15,2017,4,29,15,11.722
2017_4_29_16,2017,4,29,16,NA
2017_4_29_17,2017,4,29,17,11.431
2017_4_29_18,2017,4,29,18,NA
2017_4_29_19,2017,4,29,19,10.651
2017_4_29_20,2017,4,29,20,NA
2017_4_29_21,2017,4,29,21,9.176
2017_4_29_22,2017,4,29,22,NA
2017_4_29_23,2017,4,29,23,8.082
2017_4_30_0,2017,4,30,0,NA
2017_4_30_1,2017,4,30,1,7.179
2017_4_30_2,2017,4,30,2,NA
2017_4_30_3,2017,4,30,3,6.573
2017_4_30_4,2017,4,30,4,NA
2017_4_30_5,2017,4,30,5,6.674
2017_4_30_6,2017,4,30,6,NA
2017_4_30_7,2017,4,30,7,6.877
2017_4_30_8,2017,4,30,8,NA
2017_4_30_9,2017,4,30,9,8.282
2017_4_30_10,2017,4,30,10,NA
2017_4_30_11,2017,4,30,11,10.553
2017_4_30_12,2017,4,30,12,NA
2017_4_30_13,2017,4,30,13,12.69
2017_4_30_14,2017,4,30,14,NA
2017_4_30_15,2017,4,30,15,13.846
2017_4_30_16,2017,4,30,16,NA
2017_4_30_17,2017,4,30,17,13.461
2017_4_30_18,2017,4,30,18,NA
2017_4_30_19,2017,4,30,19,12.304
2017_4_30_20,2017,4,30,20,NA
2017_4_30_21,2017,4,30,21,10.846
2017_4_30_22,2017,4,30,22,NA
2017_4_30_23,2017,4,30,23,9.768
2017_5_1_0,2017,5,1,0,NA
2017_5_1_1,2017,5,1,1,9.176
2017_5_1_2,2017,5,1,2,NA
2017_5_1_3,2017,5,1,3,8.879
2017_5_1_4,2017,5,1,4,NA
2017_5_1_5,2017,5,1,5,8.68
2017_5_1_6,2017,5,1,6,NA
2017_5_1_7,2017,5,1,7,8.68
2017_5_1_8,2017,5,1,8,NA
2017_5_1_9,2017,5,1,9,9.472
2017_5_1_10,2017,5,1,10,NA
2017_5_1_11,2017,5,1,11,10.455
2017_5_1_12,2017,5,1,12,NA
2017_5_1_13,2017,5,1,13,10.455
2017_5_1_14,2017,5,1,14,NA
2017_5_1_15,2017,5,1,15,10.357
2017_5_1_16,2017,5,1,16,NA
2017_5_1_17,2017,5,1,17,10.161
2017_5_1_18,2017,5,1,18,NA
2017_5_1_19,2017,5,1,19,9.768
2017_5_1_20,2017,5,1,20,NA
2017_5_1_21,2017,5,1,21,9.472
2017_5_1_22,2017,5,1,22,NA
2017_5_1_23,2017,5,1,23,9.275
2017_5_2_0,2017,5,2,0,NA
2017_5_2_1,2017,5,2,1,9.077
2017_5_2_2,2017,5,2,2,NA
2017_5_2_3,2017,5,2,3,8.879
2017_5_2_4,2017,5,2,4,NA
2017_5_2_5,2017,5,2,5,8.68
2017_5_2_6,2017,5,2,6,NA
2017_5_2_7,2017,5,2,7,8.581
2017_5_2_8,2017,5,2,8,NA
2017_5_2_9,2017,5,2,9,8.581
2017_5_2_10,2017,5,2,10,NA
2017_5_2_11,2017,5,2,11,9.077
2017_5_2_12,2017,5,2,12,NA
2017_5_2_13,2017,5,2,13,9.373
2017_5_2_14,2017,5,2,14,NA
2017_5_2_15,2017,5,2,15,9.077
2017_5_2_16,2017,5,2,16,NA
2017_5_2_17,2017,5,2,17,8.978
2017_5_2_18,2017,5,2,18,NA
2017_5_2_19,2017,5,2,19,8.879
2017_5_2_20,2017,5,2,20,NA
2017_5_2_21,2017,5,2,21,8.779
2017_5_2_22,2017,5,2,22,NA
2017_5_2_23,2017,5,2,23,8.581
2017_5_3_0,2017,5,3,0,NA
2017_5_3_1,2017,5,3,1,8.581
2017_5_3_2,2017,5,3,2,NA
2017_5_3_3,2017,5,3,3,8.581
2017_5_3_4,2017,5,3,4,NA
2017_5_3_5,2017,5,3,5,8.481
2017_5_3_6,2017,5,3,6,NA
2017_5_3_7,2017,5,3,7,8.481
2017_5_3_8,2017,5,3,8,NA
2017_5_3_9,2017,5,3,9,8.68
2017_5_3_10,2017,5,3,10,NA
2017_5_3_11,2017,5,3,11,9.077
2017_5_3_12,2017,5,3,12,NA
2017_5_3_13,2017,5,3,13,9.275
2017_5_3_14,2017,5,3,14,NA
2017_5_3_15,2017,5,3,15,9.472
2017_5_3_16,2017,5,3,16,NA
2017_5_3_17,2017,5,3,17,9.472
2017_5_3_18,2017,5,3,18,NA
2017_5_3_19,2017,5,3,19,9.373
2017_5_3_20,2017,5,3,20,NA
2017_5_3_21,2017,5,3,21,9.275
2017_5_3_22,2017,5,3,22,NA
2017_5_3_23,2017,5,3,23,9.077
2017_5_4_0,2017,5,4,0,NA
2017_5_4_1,2017,5,4,1,8.978
2017_5_4_2,2017,5,4,2,NA
2017_5_4_3,2017,5,4,3,8.879
2017_5_4_4,2017,5,4,4,NA
2017_5_4_5,2017,5,4,5,8.779
2017_5_4_6,2017,5,4,6,NA
2017_5_4_7,2017,5,4,7,8.779
2017_5_4_8,2017,5,4,8,NA
2017_5_4_9,2017,5,4,9,9.275
2017_5_4_10,2017,5,4,10,NA
2017_5_4_11,2017,5,4,11,9.866
2017_5_4_12,2017,5,4,12,NA
2017_5_4_13,2017,5,4,13,10.259
2017_5_4_14,2017,5,4,14,NA
2017_5_4_15,2017,5,4,15,10.455
2017_5_4_16,2017,5,4,16,NA
2017_5_4_17,2017,5,4,17,9.669
2017_5_4_18,2017,5,4,18,NA
2017_5_4_19,2017,5,4,19,9.275
2017_5_4_20,2017,5,4,20,NA
2017_5_4_21,2017,5,4,21,9.077
2017_5_4_22,2017,5,4,22,NA
2017_5_4_23,2017,5,4,23,8.978
2017_5_5_0,2017,5,5,0,NA
2017_5_5_1,2017,5,5,1,8.978
2017_5_5_2,2017,5,5,2,NA
2017_5_5_3,2017,5,5,3,8.879
2017_5_5_4,2017,5,5,4,NA
2017_5_5_5,2017,5,5,5,8.779
2017_5_5_6,2017,5,5,6,NA
2017_5_5_7,2017,5,5,7,8.779
2017_5_5_8,2017,5,5,8,NA
2017_5_5_9,2017,5,5,9,9.077
2017_5_5_10,2017,5,5,10,NA
2017_5_5_11,2017,5,5,11,9.472
2017_5_5_12,2017,5,5,12,NA
2017_5_5_13,2017,5,5,13,10.063
2017_5_5_14,2017,5,5,14,NA
2017_5_5_15,2017,5,5,15,10.553
2017_5_5_16,2017,5,5,16,NA
2017_5_5_17,2017,5,5,17,10.553
2017_5_5_18,2017,5,5,18,NA
2017_5_5_19,2017,5,5,19,10.259
2017_5_5_20,2017,5,5,20,NA
2017_5_5_21,2017,5,5,21,9.866
2017_5_5_22,2017,5,5,22,NA
2017_5_5_23,2017,5,5,23,9.176
2017_5_6_0,2017,5,6,0,NA
2017_5_6_1,2017,5,6,1,8.68
2017_5_6_2,2017,5,6,2,NA
2017_5_6_3,2017,5,6,3,8.182
2017_5_6_4,2017,5,6,4,NA
2017_5_6_5,2017,5,6,5,7.983
2017_5_6_6,2017,5,6,6,NA
2017_5_6_7,2017,5,6,7,8.182
2017_5_6_8,2017,5,6,8,NA
2017_5_6_9,2017,5,6,9,9.373
2017_5_6_10,2017,5,6,10,NA
2017_5_6_11,2017,5,6,11,10.944
2017_5_6_12,2017,5,6,12,NA
2017_5_6_13,2017,5,6,13,12.883
2017_5_6_14,2017,5,6,14,NA
2017_5_6_15,2017,5,6,15,13.365
2017_5_6_16,2017,5,6,16,NA
2017_5_6_17,2017,5,6,17,13.173
2017_5_6_18,2017,5,6,18,NA
2017_5_6_19,2017,5,6,19,12.401
2017_5_6_20,2017,5,6,20,NA
2017_5_6_21,2017,5,6,21,11.528
2017_5_6_22,2017,5,6,22,NA
2017_5_6_23,2017,5,6,23,10.846
2017_5_7_0,2017,5,7,0,NA
2017_5_7_1,2017,5,7,1,10.357
2017_5_7_2,2017,5,7,2,NA
2017_5_7_3,2017,5,7,3,10.259
2017_5_7_4,2017,5,7,4,NA
2017_5_7_5,2017,5,7,5,10.161
2017_5_7_6,2017,5,7,6,NA
2017_5_7_7,2017,5,7,7,10.161
2017_5_7_8,2017,5,7,8,NA
2017_5_7_9,2017,5,7,9,10.259
2017_5_7_10,2017,5,7,10,NA
2017_5_7_11,2017,5,7,11,10.553
2017_5_7_12,2017,5,7,12,NA
2017_5_7_13,2017,5,7,13,11.236
2017_5_7_14,2017,5,7,14,NA
2017_5_7_15,2017,5,7,15,11.431
2017_5_7_16,2017,5,7,16,NA
2017_5_7_17,2017,5,7,17,11.625
2017_5_7_18,2017,5,7,18,NA
2017_5_7_19,2017,5,7,19,11.431
2017_5_7_20,2017,5,7,20,NA
2017_5_7_21,2017,5,7,21,11.139
2017_5_7_22,2017,5,7,22,NA
2017_5_7_23,2017,5,7,23,10.944
2017_5_8_0,2017,5,8,0,NA
2017_5_8_1,2017,5,8,1,10.846
2017_5_8_2,2017,5,8,2,NA
2017_5_8_3,2017,5,8,3,10.553
2017_5_8_4,2017,5,8,4,NA
2017_5_8_5,2017,5,8,5,10.357
2017_5_8_6,2017,5,8,6,NA
2017_5_8_7,2017,5,8,7,10.259
2017_5_8_8,2017,5,8,8,NA
2017_5_8_9,2017,5,8,9,10.259
2017_5_8_10,2017,5,8,10,NA
2017_5_8_11,2017,5,8,11,10.357
2017_5_8_12,2017,5,8,12,NA
2017_5_8_13,2017,5,8,13,10.161
2017_5_8_14,2017,5,8,14,NA
2017_5_8_15,2017,5,8,15,10.063
2017_5_8_16,2017,5,8,16,NA
2017_5_8_17,2017,5,8,17,10.063
2017_5_8_18,2017,5,8,18,NA
2017_5_8_19,2017,5,8,19,9.866
2017_5_8_20,2017,5,8,20,NA
2017_5_8_21,2017,5,8,21,9.669
2017_5_8_22,2017,5,8,22,NA
2017_5_8_23,2017,5,8,23,9.472
2017_5_9_0,2017,5,9,0,NA
2017_5_9_1,2017,5,9,1,9.176
2017_5_9_2,2017,5,9,2,NA
2017_5_9_3,2017,5,9,3,9.077
2017_5_9_4,2017,5,9,4,NA
2017_5_9_5,2017,5,9,5,8.879
2017_5_9_6,2017,5,9,6,NA
2017_5_9_7,2017,5,9,7,8.779
2017_5_9_8,2017,5,9,8,NA
2017_5_9_9,2017,5,9,9,9.176
2017_5_9_10,2017,5,9,10,NA
2017_5_9_11,2017,5,9,11,9.965
2017_5_9_12,2017,5,9,12,NA
2017_5_9_13,2017,5,9,13,10.846
2017_5_9_14,2017,5,9,14,NA
2017_5_9_15,2017,5,9,15,11.139
2017_5_9_16,2017,5,9,16,NA
2017_5_9_17,2017,5,9,17,10.944
2017_5_9_18,2017,5,9,18,NA
2017_5_9_19,2017,5,9,19,10.553
2017_5_9_20,2017,5,9,20,NA
2017_5_9_21,2017,5,9,21,9.571
2017_5_9_22,2017,5,9,22,NA
2017_5_9_23,2017,5,9,23,8.779
2017_5_10_0,2017,5,10,0,NA
2017_5_10_1,2017,5,10,1,8.182
2017_5_10_2,2017,5,10,2,NA
2017_5_10_3,2017,5,10,3,7.682
2017_5_10_4,2017,5,10,4,NA
2017_5_10_5,2017,5,10,5,7.179
2017_5_10_6,2017,5,10,6,NA
2017_5_10_7,2017,5,10,7,7.179
2017_5_10_8,2017,5,10,8,NA
2017_5_10_9,2017,5,10,9,8.382
2017_5_10_10,2017,5,10,10,NA
2017_5_10_11,2017,5,10,11,10.259
2017_5_10_12,2017,5,10,12,NA
2017_5_10_13,2017,5,10,13,12.11
2017_5_10_14,2017,5,10,14,NA
2017_5_10_15,2017,5,10,15,12.98
2017_5_10_16,2017,5,10,16,NA
2017_5_10_17,2017,5,10,17,12.883
2017_5_10_18,2017,5,10,18,NA
2017_5_10_19,2017,5,10,19,12.207
2017_5_10_20,2017,5,10,20,NA
2017_5_10_21,2017,5,10,21,11.041
2017_5_10_22,2017,5,10,22,NA
2017_5_10_23,2017,5,10,23,10.063
2017_5_11_0,2017,5,11,0,NA
2017_5_11_1,2017,5,11,1,9.275
2017_5_11_2,2017,5,11,2,NA
2017_5_11_3,2017,5,11,3,8.68
2017_5_11_4,2017,5,11,4,NA
2017_5_11_5,2017,5,11,5,8.282
2017_5_11_6,2017,5,11,6,NA
2017_5_11_7,2017,5,11,7,8.481
2017_5_11_8,2017,5,11,8,NA
2017_5_11_9,2017,5,11,9,9.866
2017_5_11_10,2017,5,11,10,NA
2017_5_11_11,2017,5,11,11,11.528
2017_5_11_12,2017,5,11,12,NA
2017_5_11_13,2017,5,11,13,12.11
2017_5_11_14,2017,5,11,14,NA
2017_5_11_15,2017,5,11,15,12.883
2017_5_11_16,2017,5,11,16,NA
2017_5_11_17,2017,5,11,17,12.69
2017_5_11_18,2017,5,11,18,NA
2017_5_11_19,2017,5,11,19,12.304
2017_5_11_20,2017,5,11,20,NA
2017_5_11_21,2017,5,11,21,11.916
2017_5_11_22,2017,5,11,22,NA
2017_5_11_23,2017,5,11,23,11.431
2017_5_12_0,2017,5,12,0,NA
2017_5_12_1,2017,5,12,1,11.139
2017_5_12_2,2017,5,12,2,NA
2017_5_12_3,2017,5,12,3,10.846
2017_5_12_4,2017,5,12,4,NA
2017_5_12_5,2017,5,12,5,10.651
2017_5_12_6,2017,5,12,6,NA
2017_5_12_7,2017,5,12,7,10.651
2017_5_12_8,2017,5,12,8,NA
2017_5_12_9,2017,5,12,9,11.041
2017_5_12_10,2017,5,12,10,NA
2017_5_12_11,2017,5,12,11,11.431
2017_5_12_12,2017,5,12,12,NA
2017_5_12_13,2017,5,12,13,12.11
