code,Year,Month,Day,Hour,Temp
2011_9_10_8,2011,9,10,8,14.325
2011_9_10_9,2011,9,10,9,NA
2011_9_10_10,2011,9,10,10,14.9
2011_9_10_11,2011,9,10,11,NA
2011_9_10_12,2011,9,10,12,16.046
2011_9_10_13,2011,9,10,13,NA
2011_9_10_14,2011,9,10,14,17.189
2011_9_10_15,2011,9,10,15,NA
2011_9_10_16,2011,9,10,16,17.665
2011_9_10_17,2011,9,10,17,NA
2011_9_10_18,2011,9,10,18,17.475
2011_9_10_19,2011,9,10,19,NA
2011_9_10_20,2011,9,10,20,16.903
2011_9_10_21,2011,9,10,21,NA
2011_9_10_22,2011,9,10,22,16.332
2011_9_10_23,2011,9,10,23,NA
2011_9_11_0,2011,9,11,0,15.951
2011_9_11_1,2011,9,11,1,NA
2011_9_11_2,2011,9,11,2,15.569
2011_9_11_3,2011,9,11,3,NA
2011_9_11_4,2011,9,11,4,15.282
2011_9_11_5,2011,9,11,5,NA
2011_9_11_6,2011,9,11,6,15.091
2011_9_11_7,2011,9,11,7,NA
2011_9_11_8,2011,9,11,8,15.091
2011_9_11_9,2011,9,11,9,NA
2011_9_11_10,2011,9,11,10,15.473
2011_9_11_11,2011,9,11,11,NA
2011_9_11_12,2011,9,11,12,16.523
2011_9_11_13,2011,9,11,13,NA
2011_9_11_14,2011,9,11,14,16.999
2011_9_11_15,2011,9,11,15,NA
2011_9_11_16,2011,9,11,16,17.094
2011_9_11_17,2011,9,11,17,NA
2011_9_11_18,2011,9,11,18,16.808
2011_9_11_19,2011,9,11,19,NA
2011_9_11_20,2011,9,11,20,16.618
2011_9_11_21,2011,9,11,21,NA
2011_9_11_22,2011,9,11,22,16.046
2011_9_11_23,2011,9,11,23,NA
2011_9_12_0,2011,9,12,0,15.569
2011_9_12_1,2011,9,12,1,NA
2011_9_12_2,2011,9,12,2,15.282
2011_9_12_3,2011,9,12,3,NA
2011_9_12_4,2011,9,12,4,15.091
2011_9_12_5,2011,9,12,5,NA
2011_9_12_6,2011,9,12,6,14.804
2011_9_12_7,2011,9,12,7,NA
2011_9_12_8,2011,9,12,8,14.709
2011_9_12_9,2011,9,12,9,NA
2011_9_12_10,2011,9,12,10,14.709
2011_9_12_11,2011,9,12,11,NA
2011_9_12_12,2011,9,12,12,15.282
2011_9_12_13,2011,9,12,13,NA
2011_9_12_14,2011,9,12,14,16.332
2011_9_12_15,2011,9,12,15,NA
2011_9_12_16,2011,9,12,16,16.713
2011_9_12_17,2011,9,12,17,NA
2011_9_12_18,2011,9,12,18,16.618
2011_9_12_19,2011,9,12,19,NA
2011_9_12_20,2011,9,12,20,16.141
2011_9_12_21,2011,9,12,21,NA
2011_9_12_22,2011,9,12,22,15.855
2011_9_12_23,2011,9,12,23,NA
2011_9_13_0,2011,9,13,0,15.664
2011_9_13_1,2011,9,13,1,NA
2011_9_13_2,2011,9,13,2,15.664
2011_9_13_3,2011,9,13,3,NA
2011_9_13_4,2011,9,13,4,15.473
2011_9_13_5,2011,9,13,5,NA
2011_9_13_6,2011,9,13,6,15.282
2011_9_13_7,2011,9,13,7,NA
2011_9_13_8,2011,9,13,8,15.282
2011_9_13_9,2011,9,13,9,NA
2011_9_13_10,2011,9,13,10,15.473
2011_9_13_11,2011,9,13,11,NA
2011_9_13_12,2011,9,13,12,15.855
2011_9_13_13,2011,9,13,13,NA
2011_9_13_14,2011,9,13,14,16.141
2011_9_13_15,2011,9,13,15,NA
2011_9_13_16,2011,9,13,16,16.237
2011_9_13_17,2011,9,13,17,NA
2011_9_13_18,2011,9,13,18,16.046
2011_9_13_19,2011,9,13,19,NA
2011_9_13_20,2011,9,13,20,15.569
2011_9_13_21,2011,9,13,21,NA
2011_9_13_22,2011,9,13,22,15.091
2011_9_13_23,2011,9,13,23,NA
2011_9_14_0,2011,9,14,0,14.709
2011_9_14_1,2011,9,14,1,NA
2011_9_14_2,2011,9,14,2,14.23
2011_9_14_3,2011,9,14,3,NA
2011_9_14_4,2011,9,14,4,13.846
2011_9_14_5,2011,9,14,5,NA
2011_9_14_6,2011,9,14,6,13.558
2011_9_14_7,2011,9,14,7,NA
2011_9_14_8,2011,9,14,8,13.365
2011_9_14_9,2011,9,14,9,NA
2011_9_14_10,2011,9,14,10,13.654
2011_9_14_11,2011,9,14,11,NA
2011_9_14_12,2011,9,14,12,14.23
2011_9_14_13,2011,9,14,13,NA
2011_9_14_14,2011,9,14,14,14.9
2011_9_14_15,2011,9,14,15,NA
2011_9_14_16,2011,9,14,16,15.091
2011_9_14_17,2011,9,14,17,NA
2011_9_14_18,2011,9,14,18,14.804
2011_9_14_19,2011,9,14,19,NA
2011_9_14_20,2011,9,14,20,14.134
2011_9_14_21,2011,9,14,21,NA
2011_9_14_22,2011,9,14,22,13.365
2011_9_14_23,2011,9,14,23,NA
2011_9_15_0,2011,9,15,0,12.69
2011_9_15_1,2011,9,15,1,NA
2011_9_15_2,2011,9,15,2,12.207
2011_9_15_3,2011,9,15,3,NA
2011_9_15_4,2011,9,15,4,11.916
2011_9_15_5,2011,9,15,5,NA
2011_9_15_6,2011,9,15,6,11.625
2011_9_15_7,2011,9,15,7,NA
2011_9_15_8,2011,9,15,8,11.625
2011_9_15_9,2011,9,15,9,NA
2011_9_15_10,2011,9,15,10,12.207
2011_9_15_11,2011,9,15,11,NA
2011_9_15_12,2011,9,15,12,13.173
2011_9_15_13,2011,9,15,13,NA
2011_9_15_14,2011,9,15,14,13.942
2011_9_15_15,2011,9,15,15,NA
2011_9_15_16,2011,9,15,16,14.517
2011_9_15_17,2011,9,15,17,NA
2011_9_15_18,2011,9,15,18,14.325
2011_9_15_19,2011,9,15,19,NA
2011_9_15_20,2011,9,15,20,13.558
2011_9_15_21,2011,9,15,21,NA
2011_9_15_22,2011,9,15,22,12.787
2011_9_15_23,2011,9,15,23,NA
2011_9_16_0,2011,9,16,0,12.207
2011_9_16_1,2011,9,16,1,NA
2011_9_16_2,2011,9,16,2,11.625
2011_9_16_3,2011,9,16,3,NA
2011_9_16_4,2011,9,16,4,11.139
2011_9_16_5,2011,9,16,5,NA
2011_9_16_6,2011,9,16,6,10.748
2011_9_16_7,2011,9,16,7,NA
2011_9_16_8,2011,9,16,8,10.846
2011_9_16_9,2011,9,16,9,NA
2011_9_16_10,2011,9,16,10,11.528
2011_9_16_11,2011,9,16,11,NA
2011_9_16_12,2011,9,16,12,12.69
2011_9_16_13,2011,9,16,13,NA
2011_9_16_14,2011,9,16,14,13.942
2011_9_16_15,2011,9,16,15,NA
2011_9_16_16,2011,9,16,16,14.613
2011_9_16_17,2011,9,16,17,NA
2011_9_16_18,2011,9,16,18,14.325
2011_9_16_19,2011,9,16,19,NA
2011_9_16_20,2011,9,16,20,14.038
2011_9_16_21,2011,9,16,21,NA
2011_9_16_22,2011,9,16,22,13.75
2011_9_16_23,2011,9,16,23,NA
2011_9_17_0,2011,9,17,0,13.558
2011_9_17_1,2011,9,17,1,NA
2011_9_17_2,2011,9,17,2,13.365
2011_9_17_3,2011,9,17,3,NA
2011_9_17_4,2011,9,17,4,13.365
2011_9_17_5,2011,9,17,5,NA
2011_9_17_6,2011,9,17,6,13.365
2011_9_17_7,2011,9,17,7,NA
2011_9_17_8,2011,9,17,8,13.461
2011_9_17_9,2011,9,17,9,NA
2011_9_17_10,2011,9,17,10,13.75
2011_9_17_11,2011,9,17,11,NA
2011_9_17_12,2011,9,17,12,14.134
2011_9_17_13,2011,9,17,13,NA
2011_9_17_14,2011,9,17,14,14.517
2011_9_17_15,2011,9,17,15,NA
2011_9_17_16,2011,9,17,16,14.709
2011_9_17_17,2011,9,17,17,NA
2011_9_17_18,2011,9,17,18,14.709
2011_9_17_19,2011,9,17,19,NA
2011_9_17_20,2011,9,17,20,14.517
2011_9_17_21,2011,9,17,21,NA
2011_9_17_22,2011,9,17,22,14.325
2011_9_17_23,2011,9,17,23,NA
2011_9_18_0,2011,9,18,0,14.134
2011_9_18_1,2011,9,18,1,NA
2011_9_18_2,2011,9,18,2,13.846
2011_9_18_3,2011,9,18,3,NA
2011_9_18_4,2011,9,18,4,13.558
2011_9_18_5,2011,9,18,5,NA
2011_9_18_6,2011,9,18,6,13.365
2011_9_18_7,2011,9,18,7,NA
2011_9_18_8,2011,9,18,8,13.269
2011_9_18_9,2011,9,18,9,NA
2011_9_18_10,2011,9,18,10,13.173
2011_9_18_11,2011,9,18,11,NA
2011_9_18_12,2011,9,18,12,13.173
2011_9_18_13,2011,9,18,13,NA
2011_9_18_14,2011,9,18,14,13.461
2011_9_18_15,2011,9,18,15,NA
2011_9_18_16,2011,9,18,16,13.365
2011_9_18_17,2011,9,18,17,NA
2011_9_18_18,2011,9,18,18,13.173
2011_9_18_19,2011,9,18,19,NA
2011_9_18_20,2011,9,18,20,12.883
2011_9_18_21,2011,9,18,21,NA
2011_9_18_22,2011,9,18,22,12.497
2011_9_18_23,2011,9,18,23,NA
2011_9_19_0,2011,9,19,0,12.207
2011_9_19_1,2011,9,19,1,NA
2011_9_19_2,2011,9,19,2,11.916
2011_9_19_3,2011,9,19,3,NA
2011_9_19_4,2011,9,19,4,11.722
2011_9_19_5,2011,9,19,5,NA
2011_9_19_6,2011,9,19,6,11.431
2011_9_19_7,2011,9,19,7,NA
2011_9_19_8,2011,9,19,8,11.334
2011_9_19_9,2011,9,19,9,NA
2011_9_19_10,2011,9,19,10,11.819
2011_9_19_11,2011,9,19,11,NA
2011_9_19_12,2011,9,19,12,12.401
2011_9_19_13,2011,9,19,13,NA
2011_9_19_14,2011,9,19,14,12.787
2011_9_19_15,2011,9,19,15,NA
2011_9_19_16,2011,9,19,16,12.98
2011_9_19_17,2011,9,19,17,NA
2011_9_19_18,2011,9,19,18,12.98
2011_9_19_19,2011,9,19,19,NA
2011_9_19_20,2011,9,19,20,12.594
2011_9_19_21,2011,9,19,21,NA
2011_9_19_22,2011,9,19,22,11.916
2011_9_19_23,2011,9,19,23,NA
2011_9_20_0,2011,9,20,0,11.431
2011_9_20_1,2011,9,20,1,NA
2011_9_20_2,2011,9,20,2,10.846
2011_9_20_3,2011,9,20,3,NA
2011_9_20_4,2011,9,20,4,10.455
2011_9_20_5,2011,9,20,5,NA
2011_9_20_6,2011,9,20,6,10.161
2011_9_20_7,2011,9,20,7,NA
2011_9_20_8,2011,9,20,8,10.063
2011_9_20_9,2011,9,20,9,NA
2011_9_20_10,2011,9,20,10,10.651
2011_9_20_11,2011,9,20,11,NA
2011_9_20_12,2011,9,20,12,11.625
2011_9_20_13,2011,9,20,13,NA
2011_9_20_14,2011,9,20,14,12.594
2011_9_20_15,2011,9,20,15,NA
2011_9_20_16,2011,9,20,16,13.173
2011_9_20_17,2011,9,20,17,NA
2011_9_20_18,2011,9,20,18,13.173
2011_9_20_19,2011,9,20,19,NA
2011_9_20_20,2011,9,20,20,12.594
2011_9_20_21,2011,9,20,21,NA
2011_9_20_22,2011,9,20,22,11.916
2011_9_20_23,2011,9,20,23,NA
2011_9_21_0,2011,9,21,0,11.334
2011_9_21_1,2011,9,21,1,NA
2011_9_21_2,2011,9,21,2,10.846
2011_9_21_3,2011,9,21,3,NA
2011_9_21_4,2011,9,21,4,10.553
2011_9_21_5,2011,9,21,5,NA
2011_9_21_6,2011,9,21,6,10.259
2011_9_21_7,2011,9,21,7,NA
2011_9_21_8,2011,9,21,8,10.455
2011_9_21_9,2011,9,21,9,NA
2011_9_21_10,2011,9,21,10,11.139
2011_9_21_11,2011,9,21,11,NA
2011_9_21_12,2011,9,21,12,12.304
2011_9_21_13,2011,9,21,13,NA
2011_9_21_14,2011,9,21,14,13.461
2011_9_21_15,2011,9,21,15,NA
2011_9_21_16,2011,9,21,16,14.038
2011_9_21_17,2011,9,21,17,NA
2011_9_21_18,2011,9,21,18,13.846
2011_9_21_19,2011,9,21,19,NA
2011_9_21_20,2011,9,21,20,13.076
2011_9_21_21,2011,9,21,21,NA
2011_9_21_22,2011,9,21,22,12.594
2011_9_21_23,2011,9,21,23,NA
2011_9_22_0,2011,9,22,0,12.11
2011_9_22_1,2011,9,22,1,NA
2011_9_22_2,2011,9,22,2,11.916
2011_9_22_3,2011,9,22,3,NA
2011_9_22_4,2011,9,22,4,11.819
2011_9_22_5,2011,9,22,5,NA
2011_9_22_6,2011,9,22,6,11.916
2011_9_22_7,2011,9,22,7,NA
2011_9_22_8,2011,9,22,8,12.11
2011_9_22_9,2011,9,22,9,NA
2011_9_22_10,2011,9,22,10,12.401
2011_9_22_11,2011,9,22,11,NA
2011_9_22_12,2011,9,22,12,12.98
2011_9_22_13,2011,9,22,13,NA
2011_9_22_14,2011,9,22,14,13.558
2011_9_22_15,2011,9,22,15,NA
2011_9_22_16,2011,9,22,16,13.846
2011_9_22_17,2011,9,22,17,NA
2011_9_22_18,2011,9,22,18,13.846
2011_9_22_19,2011,9,22,19,NA
2011_9_22_20,2011,9,22,20,13.461
2011_9_22_21,2011,9,22,21,NA
2011_9_22_22,2011,9,22,22,12.98
2011_9_22_23,2011,9,22,23,NA
2011_9_23_0,2011,9,23,0,12.497
2011_9_23_1,2011,9,23,1,NA
2011_9_23_2,2011,9,23,2,11.916
2011_9_23_3,2011,9,23,3,NA
2011_9_23_4,2011,9,23,4,11.625
2011_9_23_5,2011,9,23,5,NA
2011_9_23_6,2011,9,23,6,11.431
2011_9_23_7,2011,9,23,7,NA
2011_9_23_8,2011,9,23,8,11.431
2011_9_23_9,2011,9,23,9,NA
2011_9_23_10,2011,9,23,10,11.916
2011_9_23_11,2011,9,23,11,NA
2011_9_23_12,2011,9,23,12,12.594
2011_9_23_13,2011,9,23,13,NA
2011_9_23_14,2011,9,23,14,13.269
2011_9_23_15,2011,9,23,15,NA
2011_9_23_16,2011,9,23,16,13.654
2011_9_23_17,2011,9,23,17,NA
2011_9_23_18,2011,9,23,18,13.558
2011_9_23_19,2011,9,23,19,NA
2011_9_23_20,2011,9,23,20,12.69
2011_9_23_21,2011,9,23,21,NA
2011_9_23_22,2011,9,23,22,12.013
2011_9_23_23,2011,9,23,23,NA
2011_9_24_0,2011,9,24,0,11.334
2011_9_24_1,2011,9,24,1,NA
2011_9_24_2,2011,9,24,2,10.748
2011_9_24_3,2011,9,24,3,NA
2011_9_24_4,2011,9,24,4,10.259
2011_9_24_5,2011,9,24,5,NA
2011_9_24_6,2011,9,24,6,9.965
2011_9_24_7,2011,9,24,7,NA
2011_9_24_8,2011,9,24,8,9.965
2011_9_24_9,2011,9,24,9,NA
2011_9_24_10,2011,9,24,10,10.748
2011_9_24_11,2011,9,24,11,NA
2011_9_24_12,2011,9,24,12,11.916
2011_9_24_13,2011,9,24,13,NA
2011_9_24_14,2011,9,24,14,13.269
2011_9_24_15,2011,9,24,15,NA
2011_9_24_16,2011,9,24,16,13.942
2011_9_24_17,2011,9,24,17,NA
2011_9_24_18,2011,9,24,18,13.846
2011_9_24_19,2011,9,24,19,NA
2011_9_24_20,2011,9,24,20,13.076
2011_9_24_21,2011,9,24,21,NA
2011_9_24_22,2011,9,24,22,12.304
2011_9_24_23,2011,9,24,23,NA
2011_9_25_0,2011,9,25,0,11.819
2011_9_25_1,2011,9,25,1,NA
2011_9_25_2,2011,9,25,2,11.431
2011_9_25_3,2011,9,25,3,NA
2011_9_25_4,2011,9,25,4,11.139
2011_9_25_5,2011,9,25,5,NA
2011_9_25_6,2011,9,25,6,10.846
2011_9_25_7,2011,9,25,7,NA
2011_9_25_8,2011,9,25,8,10.748
2011_9_25_9,2011,9,25,9,NA
2011_9_25_10,2011,9,25,10,11.431
2011_9_25_11,2011,9,25,11,NA
2011_9_25_12,2011,9,25,12,12.69
2011_9_25_13,2011,9,25,13,NA
2011_9_25_14,2011,9,25,14,13.846
2011_9_25_15,2011,9,25,15,NA
2011_9_25_16,2011,9,25,16,14.421
2011_9_25_17,2011,9,25,17,NA
2011_9_25_18,2011,9,25,18,14.23
2011_9_25_19,2011,9,25,19,NA
2011_9_25_20,2011,9,25,20,13.558
2011_9_25_21,2011,9,25,21,NA
2011_9_25_22,2011,9,25,22,12.98
2011_9_25_23,2011,9,25,23,NA
2011_9_26_0,2011,9,26,0,12.401
2011_9_26_1,2011,9,26,1,NA
2011_9_26_2,2011,9,26,2,11.916
2011_9_26_3,2011,9,26,3,NA
2011_9_26_4,2011,9,26,4,11.528
2011_9_26_5,2011,9,26,5,NA
2011_9_26_6,2011,9,26,6,11.139
2011_9_26_7,2011,9,26,7,NA
2011_9_26_8,2011,9,26,8,11.139
2011_9_26_9,2011,9,26,9,NA
2011_9_26_10,2011,9,26,10,11.819
2011_9_26_11,2011,9,26,11,NA
2011_9_26_12,2011,9,26,12,12.98
2011_9_26_13,2011,9,26,13,NA
2011_9_26_14,2011,9,26,14,14.23
2011_9_26_15,2011,9,26,15,NA
2011_9_26_16,2011,9,26,16,14.9
2011_9_26_17,2011,9,26,17,NA
2011_9_26_18,2011,9,26,18,14.709
2011_9_26_19,2011,9,26,19,NA
2011_9_26_20,2011,9,26,20,14.038
2011_9_26_21,2011,9,26,21,NA
2011_9_26_22,2011,9,26,22,13.558
2011_9_26_23,2011,9,26,23,NA
2011_9_27_0,2011,9,27,0,13.076
2011_9_27_1,2011,9,27,1,NA
2011_9_27_2,2011,9,27,2,12.69
2011_9_27_3,2011,9,27,3,NA
2011_9_27_4,2011,9,27,4,12.304
2011_9_27_5,2011,9,27,5,NA
2011_9_27_6,2011,9,27,6,12.207
2011_9_27_7,2011,9,27,7,NA
2011_9_27_8,2011,9,27,8,12.11
2011_9_27_9,2011,9,27,9,NA
2011_9_27_10,2011,9,27,10,12.594
2011_9_27_11,2011,9,27,11,NA
2011_9_27_12,2011,9,27,12,13.654
2011_9_27_13,2011,9,27,13,NA
2011_9_27_14,2011,9,27,14,14.709
2011_9_27_15,2011,9,27,15,NA
2011_9_27_16,2011,9,27,16,15.378
2011_9_27_17,2011,9,27,17,NA
2011_9_27_18,2011,9,27,18,15.187
2011_9_27_19,2011,9,27,19,NA
2011_9_27_20,2011,9,27,20,14.613
2011_9_27_21,2011,9,27,21,NA
2011_9_27_22,2011,9,27,22,13.942
2011_9_27_23,2011,9,27,23,NA
2011_9_28_0,2011,9,28,0,13.365
2011_9_28_1,2011,9,28,1,NA
2011_9_28_2,2011,9,28,2,12.883
2011_9_28_3,2011,9,28,3,NA
2011_9_28_4,2011,9,28,4,12.594
2011_9_28_5,2011,9,28,5,NA
2011_9_28_6,2011,9,28,6,12.401
2011_9_28_7,2011,9,28,7,NA
2011_9_28_8,2011,9,28,8,12.497
2011_9_28_9,2011,9,28,9,NA
2011_9_28_10,2011,9,28,10,12.98
2011_9_28_11,2011,9,28,11,NA
2011_9_28_12,2011,9,28,12,13.942
2011_9_28_13,2011,9,28,13,NA
2011_9_28_14,2011,9,28,14,14.996
2011_9_28_15,2011,9,28,15,NA
2011_9_28_16,2011,9,28,16,15.569
2011_9_28_17,2011,9,28,17,NA
2011_9_28_18,2011,9,28,18,15.378
2011_9_28_19,2011,9,28,19,NA
2011_9_28_20,2011,9,28,20,14.517
2011_9_28_21,2011,9,28,21,NA
2011_9_28_22,2011,9,28,22,13.75
2011_9_28_23,2011,9,28,23,NA
2011_9_29_0,2011,9,29,0,13.076
2011_9_29_1,2011,9,29,1,NA
2011_9_29_2,2011,9,29,2,12.497
2011_9_29_3,2011,9,29,3,NA
2011_9_29_4,2011,9,29,4,12.207
2011_9_29_5,2011,9,29,5,NA
2011_9_29_6,2011,9,29,6,12.013
2011_9_29_7,2011,9,29,7,NA
2011_9_29_8,2011,9,29,8,11.916
2011_9_29_9,2011,9,29,9,NA
2011_9_29_10,2011,9,29,10,12.497
2011_9_29_11,2011,9,29,11,NA
2011_9_29_12,2011,9,29,12,13.558
2011_9_29_13,2011,9,29,13,NA
2011_9_29_14,2011,9,29,14,14.804
2011_9_29_15,2011,9,29,15,NA
2011_9_29_16,2011,9,29,16,15.378
2011_9_29_17,2011,9,29,17,NA
2011_9_29_18,2011,9,29,18,15.187
2011_9_29_19,2011,9,29,19,NA
2011_9_29_20,2011,9,29,20,14.421
2011_9_29_21,2011,9,29,21,NA
2011_9_29_22,2011,9,29,22,13.75
2011_9_29_23,2011,9,29,23,NA
2011_9_30_0,2011,9,30,0,13.173
2011_9_30_1,2011,9,30,1,NA
2011_9_30_2,2011,9,30,2,12.69
2011_9_30_3,2011,9,30,3,NA
2011_9_30_4,2011,9,30,4,12.207
2011_9_30_5,2011,9,30,5,NA
2011_9_30_6,2011,9,30,6,11.722
2011_9_30_7,2011,9,30,7,NA
2011_9_30_8,2011,9,30,8,11.528
2011_9_30_9,2011,9,30,9,NA
2011_9_30_10,2011,9,30,10,12.11
2011_9_30_11,2011,9,30,11,NA
2011_9_30_12,2011,9,30,12,13.269
2011_9_30_13,2011,9,30,13,NA
2011_9_30_14,2011,9,30,14,14.517
2011_9_30_15,2011,9,30,15,NA
2011_9_30_16,2011,9,30,16,15.187
2011_9_30_17,2011,9,30,17,NA
2011_9_30_18,2011,9,30,18,14.9
2011_9_30_19,2011,9,30,19,NA
2011_9_30_20,2011,9,30,20,14.134
2011_9_30_21,2011,9,30,21,NA
2011_9_30_22,2011,9,30,22,13.365
2011_9_30_23,2011,9,30,23,NA
2011_10_1_0,2011,10,1,0,12.69
2011_10_1_1,2011,10,1,1,NA
2011_10_1_2,2011,10,1,2,12.11
2011_10_1_3,2011,10,1,3,NA
2011_10_1_4,2011,10,1,4,11.625
2011_10_1_5,2011,10,1,5,NA
2011_10_1_6,2011,10,1,6,11.236
2011_10_1_7,2011,10,1,7,NA
2011_10_1_8,2011,10,1,8,11.139
2011_10_1_9,2011,10,1,9,NA
2011_10_1_10,2011,10,1,10,11.819
2011_10_1_11,2011,10,1,11,NA
2011_10_1_12,2011,10,1,12,13.076
2011_10_1_13,2011,10,1,13,NA
2011_10_1_14,2011,10,1,14,14.325
2011_10_1_15,2011,10,1,15,NA
2011_10_1_16,2011,10,1,16,14.996
2011_10_1_17,2011,10,1,17,NA
2011_10_1_18,2011,10,1,18,14.804
2011_10_1_19,2011,10,1,19,NA
2011_10_1_20,2011,10,1,20,14.134
2011_10_1_21,2011,10,1,21,NA
2011_10_1_22,2011,10,1,22,13.365
2011_10_1_23,2011,10,1,23,NA
2011_10_2_0,2011,10,2,0,12.787
2011_10_2_1,2011,10,2,1,NA
2011_10_2_2,2011,10,2,2,12.304
2011_10_2_3,2011,10,2,3,NA
2011_10_2_4,2011,10,2,4,11.819
2011_10_2_5,2011,10,2,5,NA
2011_10_2_6,2011,10,2,6,11.431
2011_10_2_7,2011,10,2,7,NA
2011_10_2_8,2011,10,2,8,11.334
2011_10_2_9,2011,10,2,9,NA
2011_10_2_10,2011,10,2,10,12.013
2011_10_2_11,2011,10,2,11,NA
2011_10_2_12,2011,10,2,12,13.173
2011_10_2_13,2011,10,2,13,NA
2011_10_2_14,2011,10,2,14,14.421
2011_10_2_15,2011,10,2,15,NA
2011_10_2_16,2011,10,2,16,14.996
2011_10_2_17,2011,10,2,17,NA
2011_10_2_18,2011,10,2,18,14.804
2011_10_2_19,2011,10,2,19,NA
2011_10_2_20,2011,10,2,20,14.038
2011_10_2_21,2011,10,2,21,NA
2011_10_2_22,2011,10,2,22,13.269
2011_10_2_23,2011,10,2,23,NA
2011_10_3_0,2011,10,3,0,12.69
2011_10_3_1,2011,10,3,1,NA
2011_10_3_2,2011,10,3,2,12.207
2011_10_3_3,2011,10,3,3,NA
2011_10_3_4,2011,10,3,4,11.819
2011_10_3_5,2011,10,3,5,NA
2011_10_3_6,2011,10,3,6,11.528
2011_10_3_7,2011,10,3,7,NA
2011_10_3_8,2011,10,3,8,11.334
2011_10_3_9,2011,10,3,9,NA
2011_10_3_10,2011,10,3,10,11.916
2011_10_3_11,2011,10,3,11,NA
2011_10_3_12,2011,10,3,12,13.076
2011_10_3_13,2011,10,3,13,NA
2011_10_3_14,2011,10,3,14,14.421
2011_10_3_15,2011,10,3,15,NA
2011_10_3_16,2011,10,3,16,15.091
2011_10_3_17,2011,10,3,17,NA
2011_10_3_18,2011,10,3,18,14.804
2011_10_3_19,2011,10,3,19,NA
2011_10_3_20,2011,10,3,20,14.134
2011_10_3_21,2011,10,3,21,NA
2011_10_3_22,2011,10,3,22,13.461
2011_10_3_23,2011,10,3,23,NA
2011_10_4_0,2011,10,4,0,12.883
2011_10_4_1,2011,10,4,1,NA
2011_10_4_2,2011,10,4,2,12.497
2011_10_4_3,2011,10,4,3,NA
2011_10_4_4,2011,10,4,4,12.11
2011_10_4_5,2011,10,4,5,NA
2011_10_4_6,2011,10,4,6,11.722
2011_10_4_7,2011,10,4,7,NA
2011_10_4_8,2011,10,4,8,11.528
2011_10_4_9,2011,10,4,9,NA
2011_10_4_10,2011,10,4,10,12.11
2011_10_4_11,2011,10,4,11,NA
2011_10_4_12,2011,10,4,12,13.269
2011_10_4_13,2011,10,4,13,NA
2011_10_4_14,2011,10,4,14,14.517
2011_10_4_15,2011,10,4,15,NA
2011_10_4_16,2011,10,4,16,15.091
2011_10_4_17,2011,10,4,17,NA
2011_10_4_18,2011,10,4,18,14.9
2011_10_4_19,2011,10,4,19,NA
2011_10_4_20,2011,10,4,20,14.421
2011_10_4_21,2011,10,4,21,NA
2011_10_4_22,2011,10,4,22,14.134
2011_10_4_23,2011,10,4,23,NA
2011_10_5_0,2011,10,5,0,13.654
2011_10_5_1,2011,10,5,1,NA
2011_10_5_2,2011,10,5,2,13.558
2011_10_5_3,2011,10,5,3,NA
2011_10_5_4,2011,10,5,4,13.461
2011_10_5_5,2011,10,5,5,NA
2011_10_5_6,2011,10,5,6,13.461
2011_10_5_7,2011,10,5,7,NA
2011_10_5_8,2011,10,5,8,13.558
2011_10_5_9,2011,10,5,9,NA
2011_10_5_10,2011,10,5,10,13.75
2011_10_5_11,2011,10,5,11,NA
2011_10_5_12,2011,10,5,12,14.134
2011_10_5_13,2011,10,5,13,NA
2011_10_5_14,2011,10,5,14,14.517
2011_10_5_15,2011,10,5,15,NA
2011_10_5_16,2011,10,5,16,14.709
2011_10_5_17,2011,10,5,17,NA
2011_10_5_18,2011,10,5,18,14.613
2011_10_5_19,2011,10,5,19,NA
2011_10_5_20,2011,10,5,20,14.421
2011_10_5_21,2011,10,5,21,NA
2011_10_5_22,2011,10,5,22,14.23
2011_10_5_23,2011,10,5,23,NA
2011_10_6_0,2011,10,6,0,14.038
2011_10_6_1,2011,10,6,1,NA
2011_10_6_2,2011,10,6,2,13.846
2011_10_6_3,2011,10,6,3,NA
2011_10_6_4,2011,10,6,4,13.75
2011_10_6_5,2011,10,6,5,NA
2011_10_6_6,2011,10,6,6,13.461
2011_10_6_7,2011,10,6,7,NA
2011_10_6_8,2011,10,6,8,13.365
2011_10_6_9,2011,10,6,9,NA
2011_10_6_10,2011,10,6,10,13.461
2011_10_6_11,2011,10,6,11,NA
2011_10_6_12,2011,10,6,12,13.942
2011_10_6_13,2011,10,6,13,NA
2011_10_6_14,2011,10,6,14,14.134
2011_10_6_15,2011,10,6,15,NA
2011_10_6_16,2011,10,6,16,14.23
2011_10_6_17,2011,10,6,17,NA
2011_10_6_18,2011,10,6,18,13.75
2011_10_6_19,2011,10,6,19,NA
2011_10_6_20,2011,10,6,20,13.173
2011_10_6_21,2011,10,6,21,NA
2011_10_6_22,2011,10,6,22,12.69
2011_10_6_23,2011,10,6,23,NA
2011_10_7_0,2011,10,7,0,12.401
2011_10_7_1,2011,10,7,1,NA
2011_10_7_2,2011,10,7,2,12.013
2011_10_7_3,2011,10,7,3,NA
2011_10_7_4,2011,10,7,4,11.722
2011_10_7_5,2011,10,7,5,NA
2011_10_7_6,2011,10,7,6,11.334
2011_10_7_7,2011,10,7,7,NA
2011_10_7_8,2011,10,7,8,11.139
2011_10_7_9,2011,10,7,9,NA
