"","Value","Std.Error","p.value","spp","site"
"1",-0.357706382393665,0.201963888779829,0.0892379013672312,"AF","W1"
"2",0.0692444697025281,0.119755277815941,0.564594806355944,"AF","O3"
"3",-0.279650306089198,0.510681885203227,0.607512490674559,"AF","Bieb"
"4",-0.156772867141255,0.428863912268491,0.720577143715132,"AF","Auba"
